indicator,areacd,areanm,geography,observation,unit,measure,period,lower_confidence_interval_95,upper_confidence_interval_95,observation_status
Male healthy life expectancy,E06000033,Southend-on-Sea,County or Unitary Authority,61.17,yrs,Years,2015-17,59.29,63.06,
Male healthy life expectancy,E06000034,Thurrock,County or Unitary Authority,65.1,yrs,Years,2011-13,63.35,66.84,
Male healthy life expectancy,E06000034,Thurrock,County or Unitary Authority,62.76,yrs,Years,2018-20,60.31,65.22,
Male healthy life expectancy,E06000034,Thurrock,County or Unitary Authority,63.85,yrs,Years,2014-16,62.02,65.68,
Male healthy life expectancy,E06000034,Thurrock,County or Unitary Authority,63.86,yrs,Years,2013-15,62.04,65.69,
Male healthy life expectancy,E06000034,Thurrock,County or Unitary Authority,65.66,yrs,Years,2012-14,63.83,67.5,
Male healthy life expectancy,E06000034,Thurrock,County or Unitary Authority,63.22,yrs,Years,2017-19,61.28,65.16,
Male healthy life expectancy,E06000034,Thurrock,County or Unitary Authority,62.64,yrs,Years,2015-17,60.71,64.57,
Male healthy life expectancy,E06000034,Thurrock,County or Unitary Authority,62.76,yrs,Years,2016-18,60.85,64.68,
Male healthy life expectancy,E10000003,Cambridgeshire,County or Unitary Authority,66.29,yrs,Years,2011-13,64.75,67.84,
Male healthy life expectancy,E10000003,Cambridgeshire,County or Unitary Authority,64.31,yrs,Years,2015-17,62.63,66,
Male healthy life expectancy,E10000003,Cambridgeshire,County or Unitary Authority,65.86,yrs,Years,2012-14,64.21,67.52,
Male healthy life expectancy,E10000003,Cambridgeshire,County or Unitary Authority,65.66,yrs,Years,2013-15,64.04,67.28,
Male healthy life expectancy,E10000003,Cambridgeshire,County or Unitary Authority,64.24,yrs,Years,2018-20,62.11,66.36,
Male healthy life expectancy,E10000003,Cambridgeshire,County or Unitary Authority,64.34,yrs,Years,2016-18,62.61,66.08,
Male healthy life expectancy,E10000003,Cambridgeshire,County or Unitary Authority,64.3,yrs,Years,2017-19,62.5,66.09,
Male healthy life expectancy,E10000003,Cambridgeshire,County or Unitary Authority,65.24,yrs,Years,2014-16,63.6,66.88,
Male healthy life expectancy,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,64.81,yrs,Years,2013-15,63.49,66.13,
Male healthy life expectancy,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,64.88,yrs,Years,2014-16,63.56,66.2,
Male healthy life expectancy,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,63.73,yrs,Years,2015-17,62.37,65.09,
Male healthy life expectancy,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,63.75,yrs,Years,2016-18,62.36,65.14,
Male healthy life expectancy,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,63.99,yrs,Years,2017-19,62.56,65.42,
Male healthy life expectancy,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,63.88,yrs,Years,2018-20,62.11,65.65,
Male healthy life expectancy,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,65,yrs,Years,2011-13,63.73,66.27,
Male healthy life expectancy,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,64.74,yrs,Years,2012-14,63.4,66.08,
Male healthy life expectancy,E10000012,Essex,County or Unitary Authority,65.41,yrs,Years,2012-14,64.32,66.51,
Male healthy life expectancy,E10000012,Essex,County or Unitary Authority,65.83,yrs,Years,2013-15,64.75,66.9,
Male healthy life expectancy,E10000012,Essex,County or Unitary Authority,64.56,yrs,Years,2014-16,63.43,65.69,
Male healthy life expectancy,E10000012,Essex,County or Unitary Authority,64.13,yrs,Years,2016-18,62.93,65.32,
Male healthy life expectancy,E10000012,Essex,County or Unitary Authority,64.22,yrs,Years,2018-20,62.98,65.46,
Male healthy life expectancy,E10000012,Essex,County or Unitary Authority,64.49,yrs,Years,2011-13,63.33,65.65,
Male healthy life expectancy,E10000012,Essex,County or Unitary Authority,64.21,yrs,Years,2017-19,63.01,65.41,
Male healthy life expectancy,E10000012,Essex,County or Unitary Authority,64.53,yrs,Years,2015-17,63.33,65.73,
Male healthy life expectancy,E10000015,Hertfordshire ,County or Unitary Authority,66.27,yrs,Years,2018-20,64.83,67.71,
Male healthy life expectancy,E10000015,Hertfordshire ,County or Unitary Authority,67,yrs,Years,2017-19,65.72,68.29,
Male healthy life expectancy,E10000015,Hertfordshire ,County or Unitary Authority,66.07,yrs,Years,2016-18,64.77,67.38,
Male healthy life expectancy,E10000015,Hertfordshire ,County or Unitary Authority,65.91,yrs,Years,2015-17,64.63,67.19,
Male healthy life expectancy,E10000015,Hertfordshire ,County or Unitary Authority,66.12,yrs,Years,2014-16,64.83,67.4,
Male healthy life expectancy,E10000015,Hertfordshire ,County or Unitary Authority,64.33,yrs,Years,2013-15,63.03,65.63,
Male healthy life expectancy,E10000015,Hertfordshire ,County or Unitary Authority,65.33,yrs,Years,2012-14,64.09,66.58,
Male healthy life expectancy,E10000015,Hertfordshire ,County or Unitary Authority,65.54,yrs,Years,2011-13,64.29,66.78,
Male healthy life expectancy,E10000020,Norfolk ,County or Unitary Authority,62.89,yrs,Years,2018-20,61.3,64.48,
Male healthy life expectancy,E10000020,Norfolk ,County or Unitary Authority,62.72,yrs,Years,2017-19,61.14,64.3,
Male healthy life expectancy,E10000020,Norfolk ,County or Unitary Authority,63.08,yrs,Years,2016-18,61.62,64.54,
Male healthy life expectancy,E10000020,Norfolk ,County or Unitary Authority,63.08,yrs,Years,2015-17,61.58,64.58,
Male healthy life expectancy,E10000020,Norfolk ,County or Unitary Authority,64.6,yrs,Years,2014-16,63.33,65.87,
Male healthy life expectancy,E10000020,Norfolk ,County or Unitary Authority,64.54,yrs,Years,2013-15,63.2,65.88,
Male healthy life expectancy,E10000020,Norfolk ,County or Unitary Authority,64.7,yrs,Years,2012-14,63.41,65.98,
Male healthy life expectancy,E10000020,Norfolk ,County or Unitary Authority,64.15,yrs,Years,2011-13,62.8,65.49,
Male healthy life expectancy,E10000029,Suffolk,County or Unitary Authority,66.99,yrs,Years,2018-20,65.4,68.57,
Male healthy life expectancy,E10000029,Suffolk,County or Unitary Authority,64.45,yrs,Years,2011-13,63.01,65.89,
Male healthy life expectancy,E10000029,Suffolk,County or Unitary Authority,63.91,yrs,Years,2016-18,62.41,65.41,
Male healthy life expectancy,E10000029,Suffolk,County or Unitary Authority,63.19,yrs,Years,2015-17,61.67,64.71,
Male healthy life expectancy,E10000029,Suffolk,County or Unitary Authority,65.05,yrs,Years,2017-19,63.56,66.53,
Male healthy life expectancy,E10000029,Suffolk,County or Unitary Authority,65.06,yrs,Years,2013-15,63.62,66.5,
Male healthy life expectancy,E10000029,Suffolk,County or Unitary Authority,65.64,yrs,Years,2012-14,64.29,66.98,
Male healthy life expectancy,E10000029,Suffolk,County or Unitary Authority,63.45,yrs,Years,2014-16,62.01,64.89,
Male healthy life expectancy,E12000007,London,Region,63.35,yrs,Years,2011-13,62.88,63.83,
Male healthy life expectancy,E12000007,London,Region,64.12,yrs,Years,2013-15,63.63,64.6,
Male healthy life expectancy,E12000007,London,Region,63.46,yrs,Years,2014-16,62.96,63.96,
Male healthy life expectancy,E12000007,London,Region,63.89,yrs,Years,2015-17,63.38,64.41,
Male healthy life expectancy,E12000007,London,Region,64.16,yrs,Years,2016-18,63.63,64.68,
Male healthy life expectancy,E12000007,London,Region,63.51,yrs,Years,2017-19,62.98,64.05,
Male healthy life expectancy,E12000007,London,Region,63.76,yrs,Years,2018-20,63.06,64.45,
Male healthy life expectancy,E12000007,London,Region,63.81,yrs,Years,2012-14,63.33,64.3,
Male healthy life expectancy,E09000007,Camden,Local Authority District,64.6,yrs,Years,2018-20,60.11,69.08,
Male healthy life expectancy,E09000007,Camden,Local Authority District,67.85,yrs,Years,2017-19,64.27,71.42,
Male healthy life expectancy,E09000007,Camden,Local Authority District,63.54,yrs,Years,2016-18,60.04,67.03,
Male healthy life expectancy,E09000007,Camden,Local Authority District,63.36,yrs,Years,2015-17,60.44,66.28,
Male healthy life expectancy,E09000007,Camden,Local Authority District,64.24,yrs,Years,2014-16,61.38,67.11,
Male healthy life expectancy,E09000007,Camden,Local Authority District,63.52,yrs,Years,2013-15,60.84,66.19,
Male healthy life expectancy,E09000007,Camden,Local Authority District,64.08,yrs,Years,2012-14,61.35,66.82,
Male healthy life expectancy,E09000007,Camden,Local Authority District,60.81,yrs,Years,2011-13,58.27,63.35,
Male healthy life expectancy,E09000001,City of London,Local Authority District,,yrs,Years,2012-14,,,
Male healthy life expectancy,E09000001,City of London,Local Authority District,,yrs,Years,2013-15,,,
Male healthy life expectancy,E09000001,City of London,Local Authority District,,yrs,Years,2014-16,,,
Male healthy life expectancy,E09000001,City of London,Local Authority District,,yrs,Years,2015-17,,,
Male healthy life expectancy,E09000001,City of London,Local Authority District,,yrs,Years,2016-18,,,
Male healthy life expectancy,E09000001,City of London,Local Authority District,,yrs,Years,2017-19,,,
Male healthy life expectancy,E09000001,City of London,Local Authority District,,yrs,Years,2018-20,,,
Male healthy life expectancy,E09000001,City of London,Local Authority District,,yrs,Years,2011-13,,,
Male healthy life expectancy,E09000012,Hackney,Local Authority District,58.91,yrs,Years,2011-13,56.23,61.59,
Male healthy life expectancy,E09000012,Hackney,Local Authority District,57.73,yrs,Years,2013-15,54.67,60.79,
Male healthy life expectancy,E09000012,Hackney,Local Authority District,59.12,yrs,Years,2014-16,56.25,61.99,
Male healthy life expectancy,E09000012,Hackney,Local Authority District,57.49,yrs,Years,2015-17,54.7,60.27,
Male healthy life expectancy,E09000012,Hackney,Local Authority District,58.61,yrs,Years,2016-18,55.36,61.86,
Male healthy life expectancy,E09000012,Hackney,Local Authority District,58.59,yrs,Years,2017-19,55.57,61.61,
Male healthy life expectancy,E09000012,Hackney,Local Authority District,60.17,yrs,Years,2018-20,56.85,63.48,
Male healthy life expectancy,E09000012,Hackney,Local Authority District,58.15,yrs,Years,2012-14,55.28,61.01,
Male healthy life expectancy,E09000013,Hammersmith and Fulham ,Local Authority District,66.49,yrs,Years,2017-19,63.61,69.37,
Male healthy life expectancy,E09000013,Hammersmith and Fulham ,Local Authority District,62.59,yrs,Years,2013-15,59.61,65.57,
Male healthy life expectancy,E09000013,Hammersmith and Fulham ,Local Authority District,63.76,yrs,Years,2014-16,60.96,66.57,
Male healthy life expectancy,E09000013,Hammersmith and Fulham ,Local Authority District,62.84,yrs,Years,2015-17,60,65.69,
Male healthy life expectancy,E09000013,Hammersmith and Fulham ,Local Authority District,63.5,yrs,Years,2016-18,60.66,66.34,
Male healthy life expectancy,E09000013,Hammersmith and Fulham ,Local Authority District,66.09,yrs,Years,2018-20,62.86,69.33,
Male healthy life expectancy,E09000013,Hammersmith and Fulham ,Local Authority District,61.83,yrs,Years,2012-14,59.16,64.5,
Male healthy life expectancy,E09000013,Hammersmith and Fulham ,Local Authority District,60.75,yrs,Years,2011-13,58.09,63.41,
Male healthy life expectancy,E09000014,Haringey,Local Authority District,65.16,yrs,Years,2014-16,62.51,67.8,
Male healthy life expectancy,E09000014,Haringey,Local Authority District,64.12,yrs,Years,2012-14,61.79,66.45,
Male healthy life expectancy,E09000014,Haringey,Local Authority District,64.13,yrs,Years,2011-13,61.43,66.84,
Male healthy life expectancy,E09000014,Haringey,Local Authority District,62.61,yrs,Years,2018-20,59.65,65.57,
Male healthy life expectancy,E09000014,Haringey,Local Authority District,64.23,yrs,Years,2017-19,61.63,66.82,
Male healthy life expectancy,E09000014,Haringey,Local Authority District,65.34,yrs,Years,2016-18,62.48,68.21,
Male healthy life expectancy,E09000014,Haringey,Local Authority District,64.96,yrs,Years,2015-17,61.93,67.99,
Male healthy life expectancy,E09000014,Haringey,Local Authority District,64.95,yrs,Years,2013-15,62.38,67.52,
Male healthy life expectancy,E09000019,Islington,Local Authority District,60.76,yrs,Years,2013-15,57.88,63.63,
Male healthy life expectancy,E09000019,Islington,Local Authority District,60.87,yrs,Years,2014-16,57.99,63.76,
Male healthy life expectancy,E09000019,Islington,Local Authority District,60.35,yrs,Years,2015-17,57.07,63.64,
Male healthy life expectancy,E09000019,Islington,Local Authority District,63.4,yrs,Years,2017-19,60.11,66.7,
Male healthy life expectancy,E09000019,Islington,Local Authority District,62.96,yrs,Years,2018-20,59.1,66.82,
Male healthy life expectancy,E09000019,Islington,Local Authority District,60.45,yrs,Years,2012-14,57.84,63.06,
Male healthy life expectancy,E09000019,Islington,Local Authority District,62.61,yrs,Years,2016-18,59.58,65.65,
Male healthy life expectancy,E09000019,Islington,Local Authority District,57.65,yrs,Years,2011-13,55.08,60.22,
Male healthy life expectancy,E09000020,Kensington and Chelsea,Local Authority District,67.41,yrs,Years,2018-20,63.49,71.33,
Male healthy life expectancy,E09000020,Kensington and Chelsea,Local Authority District,67.15,yrs,Years,2011-13,64.56,69.73,
Male healthy life expectancy,E09000020,Kensington and Chelsea,Local Authority District,68.82,yrs,Years,2012-14,66.31,71.34,
Male healthy life expectancy,E09000020,Kensington and Chelsea,Local Authority District,67.48,yrs,Years,2013-15,64.95,70.01,
Male healthy life expectancy,E09000020,Kensington and Chelsea,Local Authority District,66.31,yrs,Years,2014-16,63.75,68.86,
Male healthy life expectancy,E09000020,Kensington and Chelsea,Local Authority District,63.79,yrs,Years,2016-18,60.8,66.78,
Male healthy life expectancy,E09000020,Kensington and Chelsea,Local Authority District,62.54,yrs,Years,2017-19,59.01,66.07,
Male healthy life expectancy,E09000020,Kensington and Chelsea,Local Authority District,62.59,yrs,Years,2015-17,59.57,65.61,
Male healthy life expectancy,E09000022,Lambeth ,Local Authority District,59.42,yrs,Years,2015-17,55.61,63.23,
Male healthy life expectancy,E09000022,Lambeth ,Local Authority District,65.15,yrs,Years,2011-13,61.92,68.38,
Male healthy life expectancy,E09000022,Lambeth ,Local Authority District,59.31,yrs,Years,2012-14,55.68,62.93,
Male healthy life expectancy,E09000022,Lambeth ,Local Authority District,59.48,yrs,Years,2013-15,56.06,62.91,
Male healthy life expectancy,E09000022,Lambeth ,Local Authority District,58.53,yrs,Years,2014-16,54.96,62.1,
Male healthy life expectancy,E09000022,Lambeth ,Local Authority District,60.88,yrs,Years,2016-18,57.55,64.21,
Male healthy life expectancy,E09000022,Lambeth ,Local Authority District,62.9,yrs,Years,2017-19,59.84,65.95,
Male healthy life expectancy,E09000022,Lambeth ,Local Authority District,60.92,yrs,Years,2018-20,57.59,64.25,
Male healthy life expectancy,E09000023,Lewisham ,Local Authority District,59.1,yrs,Years,2017-19,55.39,62.82,
Male healthy life expectancy,E09000023,Lewisham ,Local Authority District,60.59,yrs,Years,2016-18,57.47,63.71,
Male healthy life expectancy,E09000023,Lewisham ,Local Authority District,61.93,yrs,Years,2015-17,59.3,64.56,
Male healthy life expectancy,E09000023,Lewisham ,Local Authority District,62.95,yrs,Years,2014-16,60.26,65.64,
Male healthy life expectancy,E09000023,Lewisham ,Local Authority District,60.91,yrs,Years,2013-15,58.16,63.65,
Male healthy life expectancy,E09000023,Lewisham ,Local Authority District,63.1,yrs,Years,2012-14,60.46,65.75,
Male healthy life expectancy,E09000023,Lewisham ,Local Authority District,66.92,yrs,Years,2011-13,64.4,69.45,
Male healthy life expectancy,E09000023,Lewisham ,Local Authority District,64.59,yrs,Years,2018-20,61.39,67.8,
Male healthy life expectancy,E09000025,Newham ,Local Authority District,59.48,yrs,Years,2018-20,56.28,62.67,
Male healthy life expectancy,E09000025,Newham ,Local Authority District,58.44,yrs,Years,2016-18,55.54,61.34,
Male healthy life expectancy,E09000025,Newham ,Local Authority District,60.58,yrs,Years,2015-17,57.97,63.2,
Male healthy life expectancy,E09000025,Newham ,Local Authority District,65.34,yrs,Years,2014-16,61.88,68.81,
Male healthy life expectancy,E09000025,Newham ,Local Authority District,62.41,yrs,Years,2013-15,59.22,65.6,
Male healthy life expectancy,E09000025,Newham ,Local Authority District,59.83,yrs,Years,2012-14,56.88,62.78,
Male healthy life expectancy,E09000025,Newham ,Local Authority District,59.97,yrs,Years,2011-13,57.24,62.71,
Male healthy life expectancy,E09000025,Newham ,Local Authority District,59.58,yrs,Years,2017-19,56.13,63.03,
Male healthy life expectancy,E09000028,Southwark,Local Authority District,58.54,yrs,Years,2012-14,55.7,61.39,
Male healthy life expectancy,E09000028,Southwark,Local Authority District,63.95,yrs,Years,2017-19,61.22,66.67,
Male healthy life expectancy,E09000028,Southwark,Local Authority District,62.66,yrs,Years,2016-18,59.84,65.49,
Male healthy life expectancy,E09000028,Southwark,Local Authority District,62.37,yrs,Years,2015-17,59.58,65.17,
Male healthy life expectancy,E09000028,Southwark,Local Authority District,61.17,yrs,Years,2014-16,58.74,63.59,
Male healthy life expectancy,E09000028,Southwark,Local Authority District,61.22,yrs,Years,2013-15,58.75,63.68,
Male healthy life expectancy,E09000028,Southwark,Local Authority District,59.35,yrs,Years,2011-13,56.84,61.87,
Male healthy life expectancy,E09000028,Southwark,Local Authority District,63.41,yrs,Years,2018-20,59.74,67.08,
Male healthy life expectancy,E09000030,Tower Hamlets,Local Authority District,61.86,yrs,Years,2015-17,58.21,65.5,
Male healthy life expectancy,E09000030,Tower Hamlets,Local Authority District,61.36,yrs,Years,2014-16,57.25,65.47,
Male healthy life expectancy,E09000030,Tower Hamlets,Local Authority District,54.09,yrs,Years,2013-15,50.82,57.36,
Male healthy life expectancy,E09000030,Tower Hamlets,Local Authority District,53.95,yrs,Years,2012-14,50.71,57.19,
Male healthy life expectancy,E09000030,Tower Hamlets,Local Authority District,54.2,yrs,Years,2011-13,51.06,57.34,
Male healthy life expectancy,E09000030,Tower Hamlets,Local Authority District,65.3,yrs,Years,2018-20,61.24,69.36,
Male healthy life expectancy,E09000030,Tower Hamlets,Local Authority District,60.45,yrs,Years,2016-18,56.34,64.57,
Male healthy life expectancy,E09000030,Tower Hamlets,Local Authority District,62.62,yrs,Years,2017-19,58.97,66.27,
Male healthy life expectancy,E09000032,Wandsworth,Local Authority District,65.17,yrs,Years,2012-14,62.48,67.86,
Male healthy life expectancy,E09000032,Wandsworth,Local Authority District,64.12,yrs,Years,2013-15,60.52,67.71,
Male healthy life expectancy,E09000032,Wandsworth,Local Authority District,61.54,yrs,Years,2014-16,56.66,66.42,
Male healthy life expectancy,E09000032,Wandsworth,Local Authority District,66.9,yrs,Years,2015-17,63.79,70.02,
Male healthy life expectancy,E09000032,Wandsworth,Local Authority District,68.93,yrs,Years,2016-18,66.13,71.74,
Male healthy life expectancy,E09000032,Wandsworth,Local Authority District,62.73,yrs,Years,2017-19,59.48,65.97,
Male healthy life expectancy,E09000032,Wandsworth,Local Authority District,65.44,yrs,Years,2018-20,62.37,68.51,
Male healthy life expectancy,E09000032,Wandsworth,Local Authority District,63.22,yrs,Years,2011-13,60.2,66.25,
Male healthy life expectancy,E09000033,Westminster,Local Authority District,66.68,yrs,Years,2012-14,64.1,69.27,
Male healthy life expectancy,E09000033,Westminster,Local Authority District,64.53,yrs,Years,2013-15,61.78,67.28,
Male healthy life expectancy,E09000033,Westminster,Local Authority District,62.03,yrs,Years,2014-16,59.02,65.05,
Male healthy life expectancy,E09000033,Westminster,Local Authority District,62.89,yrs,Years,2016-18,59.65,66.12,
Male healthy life expectancy,E09000033,Westminster,Local Authority District,65.71,yrs,Years,2017-19,62.27,69.16,
Male healthy life expectancy,E09000033,Westminster,Local Authority District,66.33,yrs,Years,2018-20,62.07,70.58,
Male healthy life expectancy,E09000033,Westminster,Local Authority District,62.34,yrs,Years,2015-17,59.46,65.23,
Male healthy life expectancy,E09000033,Westminster,Local Authority District,65.7,yrs,Years,2011-13,63.12,68.29,
Male healthy life expectancy,E09000002,Barking and Dagenham,Local Authority District,58.35,yrs,Years,2017-19,55.44,61.25,
Male healthy life expectancy,E09000002,Barking and Dagenham,Local Authority District,61.02,yrs,Years,2011-13,58.69,63.36,
Male healthy life expectancy,E09000002,Barking and Dagenham,Local Authority District,59.13,yrs,Years,2012-14,56.61,61.65,
Male healthy life expectancy,E09000002,Barking and Dagenham,Local Authority District,59.72,yrs,Years,2013-15,57.16,62.28,
Male healthy life expectancy,E09000002,Barking and Dagenham,Local Authority District,58.21,yrs,Years,2014-16,55.52,60.89,
Male healthy life expectancy,E09000002,Barking and Dagenham,Local Authority District,62.78,yrs,Years,2015-17,59.84,65.72,
Male healthy life expectancy,E09000002,Barking and Dagenham,Local Authority District,60.1,yrs,Years,2016-18,57.21,62.99,
Male healthy life expectancy,E09000002,Barking and Dagenham,Local Authority District,58.12,yrs,Years,2018-20,54.46,61.78,
Male healthy life expectancy,E09000003,Barnet,Local Authority District,62.86,yrs,Years,2018-20,59.8,65.91,
Male healthy life expectancy,E09000003,Barnet,Local Authority District,68.5,yrs,Years,2011-13,65.96,71.04,
Male healthy life expectancy,E09000003,Barnet,Local Authority District,67.27,yrs,Years,2012-14,64.85,69.69,
Male healthy life expectancy,E09000003,Barnet,Local Authority District,68.53,yrs,Years,2013-15,66.29,70.77,
Male healthy life expectancy,E09000003,Barnet,Local Authority District,64.63,yrs,Years,2014-16,62.23,67.03,
Male healthy life expectancy,E09000003,Barnet,Local Authority District,64.39,yrs,Years,2015-17,61.75,67.02,
Male healthy life expectancy,E09000003,Barnet,Local Authority District,63.84,yrs,Years,2016-18,61.25,66.43,
Male healthy life expectancy,E09000003,Barnet,Local Authority District,61.79,yrs,Years,2017-19,58.59,64.98,
Male healthy life expectancy,E09000004,Bexley,Local Authority District,66.47,yrs,Years,2017-19,64.34,68.61,
Male healthy life expectancy,E09000004,Bexley,Local Authority District,66.39,yrs,Years,2018-20,64.15,68.63,
Male healthy life expectancy,E09000004,Bexley,Local Authority District,65.51,yrs,Years,2016-18,63.27,67.74,
Male healthy life expectancy,E09000004,Bexley,Local Authority District,64.99,yrs,Years,2015-17,62.62,67.37,
Male healthy life expectancy,E09000004,Bexley,Local Authority District,65.79,yrs,Years,2014-16,63.41,68.16,
Male healthy life expectancy,E09000004,Bexley,Local Authority District,66.07,yrs,Years,2013-15,63.77,68.37,
Male healthy life expectancy,E09000004,Bexley,Local Authority District,64.87,yrs,Years,2012-14,62.54,67.2,
Male healthy life expectancy,E09000004,Bexley,Local Authority District,65.53,yrs,Years,2011-13,63.21,67.85,
Male healthy life expectancy,E09000005,Brent ,Local Authority District,64.05,yrs,Years,2012-14,61.78,66.32,
Male healthy life expectancy,E09000005,Brent ,Local Authority District,64.85,yrs,Years,2014-16,62.64,67.07,
Male healthy life expectancy,E09000005,Brent ,Local Authority District,62.43,yrs,Years,2015-17,60.02,64.84,
Male healthy life expectancy,E09000005,Brent ,Local Authority District,64,yrs,Years,2016-18,61.41,66.59,
Male healthy life expectancy,E09000005,Brent ,Local Authority District,62.59,yrs,Years,2017-19,59.46,65.72,
Male healthy life expectancy,E09000005,Brent ,Local Authority District,62.57,yrs,Years,2018-20,59.61,65.53,
Male healthy life expectancy,E09000005,Brent ,Local Authority District,64.12,yrs,Years,2013-15,61.84,66.4,
Male healthy life expectancy,E09000005,Brent ,Local Authority District,62.75,yrs,Years,2011-13,60.41,65.1,
Male healthy life expectancy,E09000006,Bromley,Local Authority District,68.44,yrs,Years,2013-15,66.35,70.53,
Male healthy life expectancy,E09000006,Bromley,Local Authority District,65.72,yrs,Years,2015-17,63.18,68.26,
Male healthy life expectancy,E09000006,Bromley,Local Authority District,65.8,yrs,Years,2016-18,63.11,68.49,
Male healthy life expectancy,E09000006,Bromley,Local Authority District,63.7,yrs,Years,2017-19,61.36,66.04,
Male healthy life expectancy,E09000006,Bromley,Local Authority District,67.44,yrs,Years,2018-20,65.14,69.74,
Male healthy life expectancy,E09000006,Bromley,Local Authority District,67.12,yrs,Years,2011-13,65.03,69.2,
Male healthy life expectancy,E09000006,Bromley,Local Authority District,66.86,yrs,Years,2014-16,64.48,69.24,
Male healthy life expectancy,E09000006,Bromley,Local Authority District,67.69,yrs,Years,2012-14,65.71,69.67,
Male healthy life expectancy,E09000008,Croydon,Local Authority District,63,yrs,Years,2011-13,60.59,65.42,
Male healthy life expectancy,E09000008,Croydon,Local Authority District,63.14,yrs,Years,2013-15,60.74,65.53,
Male healthy life expectancy,E09000008,Croydon,Local Authority District,61.99,yrs,Years,2014-16,59.51,64.47,
Male healthy life expectancy,E09000008,Croydon,Local Authority District,61.06,yrs,Years,2015-17,58.3,63.81,
Male healthy life expectancy,E09000008,Croydon,Local Authority District,65,yrs,Years,2016-18,62.42,67.57,
Male healthy life expectancy,E09000008,Croydon,Local Authority District,64.41,yrs,Years,2017-19,61.89,66.93,
Male healthy life expectancy,E09000008,Croydon,Local Authority District,63.23,yrs,Years,2018-20,60.36,66.1,
Male healthy life expectancy,E09000008,Croydon,Local Authority District,63.37,yrs,Years,2012-14,60.79,65.95,
Male healthy life expectancy,E09000009,Ealing,Local Authority District,63.3,yrs,Years,2011-13,60.81,65.8,
Male healthy life expectancy,E09000009,Ealing,Local Authority District,63.79,yrs,Years,2012-14,61.25,66.34,
Male healthy life expectancy,E09000009,Ealing,Local Authority District,64,yrs,Years,2013-15,61.47,66.52,
Male healthy life expectancy,E09000009,Ealing,Local Authority District,62.48,yrs,Years,2015-17,59.74,65.21,
Male healthy life expectancy,E09000009,Ealing,Local Authority District,63.79,yrs,Years,2016-18,60.94,66.63,
Male healthy life expectancy,E09000009,Ealing,Local Authority District,62.69,yrs,Years,2017-19,59.89,65.49,
Male healthy life expectancy,E09000009,Ealing,Local Authority District,61.37,yrs,Years,2018-20,57.85,64.89,
Male healthy life expectancy,E09000009,Ealing,Local Authority District,62.63,yrs,Years,2014-16,59.86,65.4,
Male healthy life expectancy,E09000010,Enfield,Local Authority District,68.52,yrs,Years,2013-15,66.25,70.8,
Male healthy life expectancy,E09000010,Enfield,Local Authority District,64.27,yrs,Years,2014-16,61.67,66.87,
Male healthy life expectancy,E09000010,Enfield,Local Authority District,65.1,yrs,Years,2015-17,62.47,67.74,
Male healthy life expectancy,E09000010,Enfield,Local Authority District,63.93,yrs,Years,2016-18,61.28,66.57,
Male healthy life expectancy,E09000010,Enfield,Local Authority District,63.93,yrs,Years,2017-19,61.14,66.73,
Male healthy life expectancy,E09000010,Enfield,Local Authority District,64.31,yrs,Years,2018-20,61.25,67.37,
Male healthy life expectancy,E09000010,Enfield,Local Authority District,68.4,yrs,Years,2012-14,66.16,70.63,
Male healthy life expectancy,E09000010,Enfield,Local Authority District,63.75,yrs,Years,2011-13,61.35,66.15,
Male healthy life expectancy,E09000011,Greenwich,Local Authority District,60.11,yrs,Years,2018-20,56.91,63.31,
Male healthy life expectancy,E09000011,Greenwich,Local Authority District,61.34,yrs,Years,2017-19,58.69,63.99,
Male healthy life expectancy,E09000011,Greenwich,Local Authority District,61.34,yrs,Years,2016-18,58.7,63.97,
Male healthy life expectancy,E09000011,Greenwich,Local Authority District,63.22,yrs,Years,2015-17,60.37,66.06,
Male healthy life expectancy,E09000011,Greenwich,Local Authority District,60.72,yrs,Years,2014-16,57.85,63.59,
Male healthy life expectancy,E09000011,Greenwich,Local Authority District,61.32,yrs,Years,2013-15,58.5,64.14,
Male healthy life expectancy,E09000011,Greenwich,Local Authority District,61.21,yrs,Years,2011-13,58.5,63.92,
Male healthy life expectancy,E09000011,Greenwich,Local Authority District,60.54,yrs,Years,2012-14,58,63.08,
Male healthy life expectancy,E09000015,Harrow,Local Authority District,65.39,yrs,Years,2011-13,63.04,67.74,
Male healthy life expectancy,E09000015,Harrow,Local Authority District,68.5,yrs,Years,2012-14,66.31,70.68,
Male healthy life expectancy,E09000015,Harrow,Local Authority District,69.19,yrs,Years,2013-15,67.14,71.25,
Male healthy life expectancy,E09000015,Harrow,Local Authority District,66.45,yrs,Years,2014-16,64.43,68.46,
Male healthy life expectancy,E09000015,Harrow,Local Authority District,68.33,yrs,Years,2015-17,66.04,70.62,
Male healthy life expectancy,E09000015,Harrow,Local Authority District,68.47,yrs,Years,2016-18,66.03,70.9,
