areacd,areanm,geography,indicator,period,observation,measure,unit,lci_95,uci_95,status,notes,notes
E08000011,Knowsley,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,40.4104,Percentage,%,,,,,
E08000011,Knowsley,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,40.21505,Percentage,%,,,,,
E08000011,Knowsley,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,41.94725,Percentage,%,,,,,
E08000012,Liverpool,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.44731,Percentage,%,,,,,
E08000012,Liverpool,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.13922,Percentage,%,,,,,
E08000012,Liverpool,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,23.38346,Percentage,%,,,,,
E08000012,Liverpool,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,36.61786,Percentage,%,,,,,
E08000012,Liverpool,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,36.186840000000004,Percentage,%,,,,,
E08000012,Liverpool,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,36.39051,Percentage,%,,,,,
E08000014,Sefton,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,23.153579999999998,Percentage,%,,,,,
E08000014,Sefton,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.880879999999998,Percentage,%,,,,,
E08000014,Sefton,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,27.47036,Percentage,%,,,,,
E08000014,Sefton,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,40.76729,Percentage,%,,,,,
E08000014,Sefton,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,41.05482,Percentage,%,,,,,
E08000014,Sefton,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,42.32318,Percentage,%,,,,,
E08000013,St. Helens,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,37.22898,Percentage,%,,,,,
E08000013,St. Helens,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,37.640679999999996,Percentage,%,,,,,
E08000013,St. Helens,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,43.11177,Percentage,%,,,,,
E08000013,St. Helens,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,27.737640000000003,Percentage,%,,,,,
E08000013,St. Helens,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.14871,Percentage,%,,,,,
E08000013,St. Helens,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.3313,Percentage,%,,,,,
E08000015,Wirral,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,25.28807,Percentage,%,,,,,
E08000015,Wirral,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,24.39374,Percentage,%,,,,,
E08000015,Wirral,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,24.85091,Percentage,%,,,,,
E08000015,Wirral,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,40.3169,Percentage,%,,,,,
E08000015,Wirral,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,36.96669,Percentage,%,,,,,
E08000015,Wirral,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,38.78311,Percentage,%,,,,,
E12000003,Yorkshire and The Humber,Region,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,36.79072,Percentage,%,,,,,
E12000003,Yorkshire and The Humber,Region,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,37.788909999999994,Percentage,%,,,,,
E12000003,Yorkshire and The Humber,Region,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,38.67848,Percentage,%,,,,,
E12000003,Yorkshire and The Humber,Region,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.34579,Percentage,%,,,,,
E12000003,Yorkshire and The Humber,Region,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.77967,Percentage,%,,,,,
E12000003,Yorkshire and The Humber,Region,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.983629999999998,Percentage,%,,,,,
E06000011,East Riding of Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,20.82884,Percentage,%,,,,,
E06000011,East Riding of Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,38.83351,Percentage,%,,,,,
E06000011,East Riding of Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,20.54205,Percentage,%,,,,,
E06000011,East Riding of Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,36.32034,Percentage,%,,,,,
E06000011,East Riding of Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.97186,Percentage,%,,,,,
E06000011,East Riding of Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.63391,Percentage,%,,,,,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,17.979860000000002,Percentage,%,,,,,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,18.94595,Percentage,%,,,,,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,24.07997,Percentage,%,,,,,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,35.88975,Percentage,%,,,,,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,34.62257,Percentage,%,,,,,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,33.2598,Percentage,%,,,,,
E06000012,North East Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,33.85797,Percentage,%,,,,,
E06000012,North East Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,33.798,Percentage,%,,,,,
E06000012,North East Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,35.28499,Percentage,%,,,,,
E06000012,North East Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,26.05671,Percentage,%,,,,,
E06000012,North East Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,19.73101,Percentage,%,,,,,
E06000012,North East Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,19.65849,Percentage,%,,,,,
E06000013,North Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,20.57125,Percentage,%,,,,,
E06000013,North Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.261879999999998,Percentage,%,,,,,
E06000013,North Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,20.342270000000003,Percentage,%,,,,,
E06000013,North Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,34.81418,Percentage,%,,,,,
E06000013,North Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,33.74474,Percentage,%,,,,,
E06000013,North Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,39.15143,Percentage,%,,,,,
E06000014,York,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,23.195439999999998,Percentage,%,,,,,
E06000014,York,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,27.058159999999997,Percentage,%,,,,,
E06000014,York,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,25.956999999999997,Percentage,%,,,,,
E06000014,York,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,40.49715,Percentage,%,,,,,
E06000014,York,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,42.42649,Percentage,%,,,,,
E06000014,York,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,42.707770000000004,Percentage,%,,,,,
E06000065,North Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,38.966809999999995,Percentage,%,,,,,
E06000065,North Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,37.67177,Percentage,%,,,,,
E06000065,North Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,40.10248,Percentage,%,,,,,
E06000065,North Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.02347,Percentage,%,,,,,
E06000065,North Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,24.000320000000002,Percentage,%,,,,,
E06000065,North Yorkshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,24.40511,Percentage,%,,,,,
E08000016,Barnsley,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,22.64076,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000038 Barnsley),
E08000016,Barnsley,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.662129999999998,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000038 Barnsley),
E08000016,Barnsley,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.568279999999998,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000038 Barnsley),
E08000016,Barnsley,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.492329999999995,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000038 Barnsley),
E08000016,Barnsley,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,36.859629999999996,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000038 Barnsley),
E08000016,Barnsley,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,38.51667,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000038 Barnsley),
E08000017,Doncaster,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,34.41219,Percentage,%,,,,,
E08000017,Doncaster,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,36.67284,Percentage,%,,,,,
E08000017,Doncaster,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,41.22588,Percentage,%,,,,,
E08000017,Doncaster,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.9168,Percentage,%,,,,,
E08000017,Doncaster,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.56326,Percentage,%,,,,,
E08000017,Doncaster,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,23.6615,Percentage,%,,,,,
E08000018,Rotherham,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.5373,Percentage,%,,,,,
E08000018,Rotherham,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.70896,Percentage,%,,,,,
E08000018,Rotherham,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.073970000000003,Percentage,%,,,,,
E08000018,Rotherham,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,38.77682,Percentage,%,,,,,
E08000018,Rotherham,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,38.18407,Percentage,%,,,,,
E08000018,Rotherham,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,40.71487,Percentage,%,,,,,
E08000019,Sheffield,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,38.05317,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000039 Sheffield),
E08000019,Sheffield,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,40.16198,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000039 Sheffield),
E08000019,Sheffield,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,37.8201,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000039 Sheffield),
E08000019,Sheffield,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,28.724859999999996,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000039 Sheffield),
E08000019,Sheffield,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.86867,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000039 Sheffield),
E08000019,Sheffield,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,23.10869,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000039 Sheffield),
E08000032,Bradford,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.73706,Percentage,%,,,,,
E08000032,Bradford,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,38.87918,Percentage,%,,,,,
E08000032,Bradford,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,41.27023,Percentage,%,,,,,
E08000032,Bradford,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,41.33164,Percentage,%,,,,,
E08000032,Bradford,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,29.492140000000003,Percentage,%,,,,,
E08000032,Bradford,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.66031,Percentage,%,,,,,
E08000033,Calderdale,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,19.398970000000002,Percentage,%,,,,,
E08000033,Calderdale,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,18.300729999999998,Percentage,%,,,,,
E08000033,Calderdale,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.233729999999998,Percentage,%,,,,,
E08000033,Calderdale,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,36.24375,Percentage,%,,,,,
E08000033,Calderdale,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,36.32227,Percentage,%,,,,,
E08000033,Calderdale,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,34.27173,Percentage,%,,,,,
E08000034,Kirklees,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,34.37308,Percentage,%,,,,,
E08000034,Kirklees,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.71552,Percentage,%,,,,,
E08000034,Kirklees,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,36.63641,Percentage,%,,,,,
E08000034,Kirklees,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.340320000000002,Percentage,%,,,,,
E08000034,Kirklees,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,20.224220000000003,Percentage,%,,,,,
E08000034,Kirklees,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,19.785610000000002,Percentage,%,,,,,
E08000035,Leeds,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.62785,Percentage,%,,,,,
E08000035,Leeds,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.44001,Percentage,%,,,,,
E08000035,Leeds,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.190070000000002,Percentage,%,,,,,
E08000035,Leeds,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,36.81517,Percentage,%,,,,,
E08000035,Leeds,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,38.00349,Percentage,%,,,,,
E08000035,Leeds,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,37.02925,Percentage,%,,,,,
E08000036,Wakefield,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,25.424429999999997,Percentage,%,,,,,
E08000036,Wakefield,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,26.60963,Percentage,%,,,,,
E08000036,Wakefield,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.91814,Percentage,%,,,,,
E08000036,Wakefield,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,39.00373,Percentage,%,,,,,
E08000036,Wakefield,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,38.53978,Percentage,%,,,,,
E08000036,Wakefield,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,40.798809999999996,Percentage,%,,,,,
E12000004,East Midlands,Region,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,34.464,Percentage,%,,,,,
E12000004,East Midlands,Region,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.32369,Percentage,%,,,,,
E12000004,East Midlands,Region,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,36.81351,Percentage,%,,,,,
E12000004,East Midlands,Region,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,22.66098,Percentage,%,,,,,
E12000004,East Midlands,Region,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,20.47069,Percentage,%,,,,,
E12000004,East Midlands,Region,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,20.713060000000002,Percentage,%,,,,,
E06000015,Derby,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.47477,Percentage,%,,,,,
E06000015,Derby,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,22.405089999999998,Percentage,%,,,,,
E06000015,Derby,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.15914,Percentage,%,,,,,
E06000015,Derby,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,36.17835,Percentage,%,,,,,
E06000015,Derby,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,36.55129,Percentage,%,,,,,
E06000015,Derby,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,34.04685,Percentage,%,,,,,
E06000016,Leicester,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,32.580009999999994,Percentage,%,,,,,
E06000016,Leicester,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,32.593379999999996,Percentage,%,,,,,
E06000016,Leicester,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,31.127059999999997,Percentage,%,,,,,
E06000016,Leicester,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,21.16374,Percentage,%,,,,,
E06000016,Leicester,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,19.01778,Percentage,%,,,,,
E06000016,Leicester,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,20.34861,Percentage,%,,,,,
E06000061,North Northamptonshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,37.67311,Percentage,%,,,,,
E06000061,North Northamptonshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,37.71418,Percentage,%,,,,,
E06000061,North Northamptonshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,41.34836,Percentage,%,,,,,
E06000018,Nottingham,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,18.1318,Percentage,%,,,,,
E06000018,Nottingham,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,18.266920000000002,Percentage,%,,,,,
E06000018,Nottingham,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.16726,Percentage,%,,,,,
E06000018,Nottingham,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,33.39389,Percentage,%,,,,,
E06000018,Nottingham,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.16835,Percentage,%,,,,,
E06000018,Nottingham,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,33.35217,Percentage,%,,,,,
E06000017,Rutland,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,33.50854,Percentage,%,,,,,
E06000017,Rutland,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,32.94872,Percentage,%,,,,,
E06000017,Rutland,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,31.948420000000002,Percentage,%,,,,,
E06000017,Rutland,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,18.507460000000002,Percentage,%,,,,,
E06000017,Rutland,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,16.22074,Percentage,%,,,,,
E06000017,Rutland,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,14.146339999999999,Percentage,%,,,,,
E06000062,West Northamptonshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,36.131640000000004,Percentage,%,,,,,
E06000062,West Northamptonshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,37.406909999999996,Percentage,%,,,,,
E06000062,West Northamptonshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,37.317409999999995,Percentage,%,,,,,
E10000007,Derbyshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,20.67565,Percentage,%,,,,,
E10000007,Derbyshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,21.051,Percentage,%,,,,,
E10000007,Derbyshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,20.38615,Percentage,%,,,,,
E10000007,Derbyshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,33.83445,Percentage,%,,,,,
E10000007,Derbyshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,32.24988,Percentage,%,,,,,
E10000007,Derbyshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,36.82163,Percentage,%,,,,,
E10000018,Leicestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,37.05427,Percentage,%,,,,,
E10000018,Leicestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,36.75973,Percentage,%,,,,,
E10000018,Leicestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,38.55453,Percentage,%,,,,,
E10000018,Leicestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,24.78386,Percentage,%,,,,,
E10000018,Leicestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.87986,Percentage,%,,,,,
E10000018,Leicestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,23.08226,Percentage,%,,,,,
E10000019,Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,34.75293,Percentage,%,,,,,
E10000019,Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.243759999999995,Percentage,%,,,,,
E10000019,Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,38.53753,Percentage,%,,,,,
E10000019,Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.09893,Percentage,%,,,,,
E10000019,Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.40824,Percentage,%,,,,,
E10000019,Lincolnshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,20.937820000000002,Percentage,%,,,,,
E10000021,Northamptonshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.48507,Percentage,%,,,,Obsolete code since 2021 (replaced by E06000061 North Northamptonshire and E06000062 West Northamptonshire),
E10000021,Northamptonshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,20.78624,Percentage,%,,,,Obsolete code since 2021 (replaced by E06000061 North Northamptonshire and E06000062 West Northamptonshire),
E10000021,Northamptonshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.45673,Percentage,%,,,,Obsolete code since 2021 (replaced by E06000061 North Northamptonshire and E06000062 West Northamptonshire),
E10000024,Nottinghamshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,34.99657,Percentage,%,,,,,
E10000024,Nottinghamshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.397079999999995,Percentage,%,,,,,
E10000024,Nottinghamshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,38.09673,Percentage,%,,,,,
E10000024,Nottinghamshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,22.373279999999998,Percentage,%,,,,,
E10000024,Nottinghamshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,19.919420000000002,Percentage,%,,,,,
E10000024,Nottinghamshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,19.79314,Percentage,%,,,,,
E12000005,West Midlands,Region,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,33.57371,Percentage,%,,,,,
E12000005,West Midlands,Region,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.64717,Percentage,%,,,,,
E12000005,West Midlands,Region,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,36.13762,Percentage,%,,,,,
E12000005,West Midlands,Region,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.08973,Percentage,%,,,,,
E12000005,West Midlands,Region,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,19.192339999999998,Percentage,%,,,,,
E12000005,West Midlands,Region,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,19.925829999999998,Percentage,%,,,,,
E06000019,"Herefordshire, County of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,22.33643,Percentage,%,,,,,
E06000019,"Herefordshire, County of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.05617,Percentage,%,,,,,
E06000019,"Herefordshire, County of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.14415,Percentage,%,,,,,
E06000019,"Herefordshire, County of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,37.29742,Percentage,%,,,,,
